element_id,project_id,element_type,length_mm,width_mm,thickness_mm,mix_w_c,cement_type,admixture,admixture_dose_pct,curing_method,automation_level,ambient_temp_c,ambient_rh_pct,casting_datetime,strength_hr24,strength_hr48,strength_hr72,strength_hr96,strength_hr168,yard_day_cost,rework_cost,required_demould_strength,mold_id,mold_count_available,daily_demand,steam_energy_cost_per_hour,electricity_cost_per_hour,labor_cost_per_shift,region,monsoon_flag,curing_chamber_capacity,baseline_cycle_time,mold_opportunity_cost
E03428,P05,Column,7126,2197,666,0.46,PSC,Accelerator,1.17,Moist,1,32.3,81.1,2025-11-09 07:00:00,24.5,31.66,33.82,34.47,34.75,4503,26835,22,M073,37,34,944,701,21837,South,0,25,34,2411
E03429,P04,Beam,4840,1346,329,0.45,PSC,Plasticizer,0.78,Ambient,0,26.8,75.8,2025-08-08 17:00:00,19.54,25.53,27.34,27.88,28.11,4793,29566,23,M115,60,55,1024,552,20869,South,1,15,22,2449
E03430,P05,Column,6202,1283,236,0.4,OPC,Retarder,1.42,Moist,1,29.5,48.9,2025-02-09 03:00:00,25.44,33.01,35.29,35.98,36.27,4580,38164,24,M114,78,37,1253,317,17805,South,0,20,23,3461
E03431,P01,Slab,8843,2611,348,0.45,OPC,Accelerator,1.49,Ambient,1,35.6,77.3,2025-11-15 20:00:00,23.47,30.48,32.59,33.23,33.5,4609,23468,23,M087,21,22,1010,471,24488,East,0,22,29,1963
E03432,P01,Slab,5408,2206,317,0.43,OPC,Accelerator,1.37,Steam,2,23.2,43.1,2025-05-14 02:00:00,24.96,32.48,34.74,35.42,35.71,5141,22196,20,M009,25,44,1033,793,20848,South,0,10,24,3261
E03433,P01,Column,6950,1343,120,0.42,PSC,Accelerator,0.62,Steam,2,32.9,87.9,2025-10-03 12:00:00,30.51,39.7,42.46,43.3,43.65,4646,27300,24,M059,79,53,1425,560,19422,West,0,15,33,3796
E03434,P01,Wall,8203,731,208,0.42,OPC,Accelerator,1.23,Steam,2,36.1,75.5,2025-03-28 19:00:00,32.19,41.89,44.81,45.69,46.06,4425,37066,21,M135,75,27,1127,307,21315,Central,0,12,24,3315
E03435,P03,Column,8469,1587,632,0.43,PSC,Accelerator,1.05,Steam,2,32.5,52.7,2025-03-07 19:00:00,29.77,38.74,41.44,42.26,42.6,4057,19808,19,M063,66,15,1205,728,17290,South,0,11,26,2203
E03436,P02,Slab,4300,2685,506,0.46,PSC,Retarder,1.09,Steam,0,28.7,84.1,2025-12-20 12:00:00,26.02,33.96,36.34,37.06,37.37,3951,29106,19,M099,38,59,1484,720,16130,Central,0,18,30,3978
E03437,P02,Wall,8373,2334,694,0.42,OPC,Retarder,0.37,Steam,0,36.1,73.7,2025-11-15 13:00:00,32.53,42.22,45.14,46.02,46.39,3906,35270,18,M001,38,44,803,401,15069,South,0,10,33,1664
E03438,P01,Wall,8907,1177,696,0.47,OPC,Accelerator,1.15,Steam,1,18.3,73.4,2025-09-16 17:00:00,20.66,26.94,28.83,29.4,29.64,5069,33057,21,M031,76,16,1173,408,21210,Central,1,21,36,3959
E03439,P02,Slab,6047,1515,285,0.48,OPC,Accelerator,0.81,Steam,1,25.3,62.1,2025-03-24 19:00:00,24.52,31.67,33.83,34.48,34.75,4055,32134,18,M022,21,57,1436,764,20061,North,0,9,26,3677
E03440,P02,Slab,3821,798,490,0.38,OPC,Accelerator,1.1,Moist,0,31.2,85.1,2025-03-06 23:00:00,27.3,35.36,37.79,38.52,38.83,5327,37644,25,M132,39,51,1293,646,12428,North,0,14,24,1637
E03441,P05,Column,6995,1387,225,0.47,OPC,Accelerator,1.43,Steam,1,36.7,83.4,2025-12-11 14:00:00,28.91,37.86,40.56,41.37,41.71,4484,24590,19,M072,28,23,1019,496,17358,West,0,12,25,3436
E03442,P01,Beam,8773,1817,133,0.36,PSC,Retarder,1.11,Ambient,0,23.2,63.4,2025-09-04 22:00:00,22.98,29.47,31.43,32.02,32.27,4267,22174,25,M096,22,52,1478,439,17056,East,1,13,36,2409
E03443,P01,Beam,6901,437,195,0.45,PSC,Accelerator,1.39,Moist,2,35.6,62.5,2025-12-07 09:00:00,25.62,33.34,35.66,36.36,36.65,4849,33545,24,M058,67,16,1296,402,19620,West,0,10,24,2794
E03444,P04,Beam,6800,1254,241,0.41,PSC,Accelerator,0.43,Ambient,0,39.3,68.7,2025-10-07 08:00:00,25.91,33.9,36.3,37.03,37.33,5413,34821,19,M002,29,51,1129,721,19236,East,0,22,36,2018
E03445,P02,Wall,7839,2158,259,0.37,OPC,Retarder,0.72,Ambient,2,28.7,66.6,2025-04-29 21:00:00,23.64,30.76,32.91,33.55,33.82,4068,25461,22,M034,29,41,1109,338,12272,South,0,8,28,2625
E03446,P02,Column,6698,1782,568,0.37,PSC,Retarder,0.35,Ambient,2,24.5,71.1,2025-01-03 11:00:00,21.79,28.36,30.33,30.93,31.18,5366,31232,19,M039,42,22,1297,432,15901,South,0,14,25,2010
E03447,P01,Beam,9218,2722,147,0.37,OPC,Plasticizer,0.68,Ambient,1,25.4,48.0,2025-06-09 07:00:00,21.76,28.44,30.45,31.06,31.31,5038,31497,22,M100,47,48,810,692,14457,Central,1,17,35,2695
E03448,P05,Slab,7148,2137,557,0.36,OPC,Accelerator,0.92,Moist,1,21.2,44.8,2025-02-26 20:00:00,22.73,29.58,31.64,32.26,32.52,5441,30309,23,M150,49,39,1235,454,24858,East,0,18,25,3273
E03449,P03,Slab,4998,2653,283,0.41,PSC,Retarder,1.4,Steam,1,33.1,80.8,2025-12-13 20:00:00,31.43,40.81,43.63,44.48,44.84,4640,38136,22,M140,31,36,1097,711,17135,Central,0,19,32,2496
E03450,P03,Beam,3834,595,231,0.4,OPC,Retarder,0.52,Steam,1,32.2,89.7,2025-08-20 21:00:00,31.87,41.26,44.09,44.94,45.3,4847,26098,23,M041,66,58,1334,339,15842,East,1,20,24,2581
E03451,P02,Wall,5362,1682,282,0.42,OPC,Plasticizer,1.17,Moist,2,27.4,61.6,2025-05-28 13:00:00,23.36,30.4,32.52,33.16,33.42,3926,29057,25,M035,44,46,1265,593,21021,North,0,11,21,1694
E03452,P02,Wall,5063,1222,169,0.41,PSC,Retarder,1.2,Steam,0,36.9,84.1,2025-04-09 01:00:00,30.56,40.55,43.56,44.47,44.85,5279,18915,19,M034,78,20,1169,751,15196,North,0,10,27,3558
E03453,P05,Wall,6535,1786,130,0.38,PSC,Accelerator,1.38,Moist,0,23.5,55.5,2025-02-01 18:00:00,22.18,29.14,31.24,31.87,32.13,4941,22044,18,M099,32,19,1410,573,18000,East,0,14,28,3725
E03454,P01,Column,5719,2173,263,0.36,OPC,Plasticizer,0.75,Steam,1,33.0,56.3,2025-07-19 14:00:00,34.26,44.42,47.48,48.4,48.79,4460,20057,24,M090,25,23,1210,463,16097,West,1,20,26,3476
E03455,P01,Slab,9938,1642,242,0.44,PSC,Accelerator,1.09,Ambient,2,33.3,84.9,2025-03-26 20:00:00,22.81,29.69,31.76,32.38,32.64,4721,32368,25,M016,69,16,806,590,20678,East,0,15,28,2916
E03456,P01,Beam,6289,2962,606,0.4,PSC,Accelerator,0.82,Steam,0,32.8,40.7,2025-11-23 19:00:00,31.26,40.75,43.61,44.47,44.83,4854,39460,19,M048,32,35,1104,784,22572,West,0,11,26,3261
E03457,P01,Beam,7542,2091,177,0.4,OPC,Plasticizer,1.24,Ambient,2,31.8,76.6,2025-03-21 00:00:00,23.82,30.99,33.15,33.8,34.07,4820,19050,25,M064,50,30,1205,514,20799,West,0,6,27,1870
E03458,P04,Column,3633,2238,134,0.45,PSC,Retarder,0.83,Steam,1,39.6,68.5,2025-11-26 14:00:00,32.58,42.31,45.23,46.12,46.49,3844,19452,23,M086,57,30,866,598,21491,Central,0,13,26,2621
E03459,P03,Slab,8849,1992,207,0.38,PSC,Plasticizer,0.65,Ambient,0,32.3,86.2,2025-12-30 19:00:00,24.04,31.51,33.77,34.44,34.73,5418,36331,25,M144,76,24,1226,635,14832,Central,0,9,30,2877
E03460,P03,Wall,9390,1812,164,0.45,OPC,Retarder,0.7,Moist,0,36.9,45.4,2025-06-05 03:00:00,24.73,32.61,34.99,35.7,36.0,4275,31617,21,M069,20,52,1460,345,23625,West,1,17,22,3204
E03461,P05,Beam,5535,1947,325,0.36,PSC,Retarder,0.55,Ambient,2,22.2,45.6,2025-03-05 07:00:00,21.11,27.47,29.38,29.96,30.2,3863,26807,21,M049,31,39,1063,442,16372,South,0,16,36,1890
E03462,P04,Column,4285,1744,281,0.38,PSC,Plasticizer,0.59,Ambient,1,29.4,68.0,2025-10-27 08:00:00,23.01,30.11,32.25,32.89,33.16,5053,21581,23,M106,49,34,1467,684,12298,East,0,25,35,3906
E03463,P03,Slab,6970,467,675,0.47,OPC,Accelerator,1.21,Moist,1,31.8,62.5,2025-02-18 14:00:00,23.27,30.24,32.34,32.98,33.24,3927,30874,18,M040,64,54,1343,669,14714,Central,0,9,28,3752
E03464,P05,Column,3921,2078,619,0.5,PSC,Plasticizer,1.28,Moist,1,16.1,56.0,2025-02-04 09:00:00,16.22,20.98,22.41,22.85,23.03,3867,18599,18,M047,73,22,1495,591,24204,West,0,19,34,3226
E03465,P03,Wall,9149,2680,539,0.44,OPC,Accelerator,1.17,Moist,1,28.8,79.3,2025-01-04 20:00:00,22.73,29.71,31.81,32.44,32.71,4615,20272,20,M080,47,41,937,470,18753,West,0,23,31,1763
E03466,P02,Beam,7611,2979,150,0.36,OPC,Retarder,0.99,Ambient,1,32.2,56.3,2025-02-04 13:00:00,25.29,33.0,35.32,36.02,36.31,4166,22985,22,M128,38,39,1400,549,20543,East,0,16,23,2362
E03467,P04,Wall,9853,2610,142,0.44,PSC,Retarder,0.36,Steam,1,17.5,75.1,2025-02-07 19:00:00,22.35,28.86,30.82,31.41,31.66,4275,29030,18,M011,67,55,1464,368,24901,Central,0,19,24,4000
E03468,P01,Slab,4365,948,231,0.47,OPC,Plasticizer,1.32,Ambient,1,19.3,64.3,2025-02-22 08:00:00,15.85,20.79,22.28,22.73,22.92,4869,34454,22,M018,57,27,1200,624,22364,West,0,10,32,2361
E03469,P01,Wall,6973,512,597,0.46,OPC,Plasticizer,1.23,Steam,0,34.6,51.4,2025-12-19 09:00:00,29.61,38.42,41.07,41.87,42.2,5077,29062,20,M028,57,57,1041,578,17612,South,0,10,24,2180
E03470,P05,Wall,5017,1320,201,0.46,OPC,Retarder,0.68,Moist,1,17.6,75.8,2025-03-04 02:00:00,17.04,22.37,23.97,24.46,24.66,5474,37071,25,M003,36,54,1441,651,21363,South,0,22,36,2432
E03471,P01,Slab,6073,1342,470,0.39,PSC,Accelerator,0.5,Steam,0,18.7,55.7,2025-01-09 12:00:00,22.47,29.77,31.97,32.63,32.9,4853,27072,23,M020,79,23,1411,640,24426,South,0,23,26,3694
E03472,P04,Beam,4128,413,568,0.35,PSC,Plasticizer,0.42,Ambient,1,22.3,73.0,2025-09-19 08:00:00,22.05,28.53,30.47,31.06,31.31,4880,32783,24,M072,31,43,1022,302,12100,Central,1,23,25,1713
E03473,P01,Slab,9873,2113,677,0.36,OPC,Accelerator,0.97,Steam,0,18.0,50.6,2025-10-15 15:00:00,24.57,32.1,34.37,35.05,35.34,5466,26901,18,M021,27,39,976,731,20352,Central,0,5,22,3201
E03474,P05,Beam,7748,828,594,0.47,PSC,Plasticizer,0.42,Steam,2,18.6,55.3,2025-08-26 07:00:00,20.99,27.32,29.22,29.79,30.03,5276,19048,25,M126,29,19,1315,778,21118,North,1,24,20,3264
E03475,P04,Wall,6987,1881,499,0.46,OPC,Retarder,0.67,Ambient,0,25.2,55.1,2025-11-26 01:00:00,20.39,26.1,27.81,28.33,28.55,5434,22917,24,M127,25,41,870,532,14208,East,0,19,34,2800
E03476,P02,Wall,5220,783,558,0.45,OPC,Accelerator,0.92,Steam,1,17.2,72.1,2025-10-17 10:00:00,21.21,27.56,29.47,30.05,30.29,5009,34946,19,M072,69,60,976,633,13892,Central,0,21,31,3861
E03477,P02,Slab,5917,1524,268,0.37,OPC,Plasticizer,0.8,Moist,1,30.7,79.1,2025-05-04 01:00:00,27.54,35.66,38.11,38.84,39.15,5432,36071,25,M103,60,21,1217,720,18735,Central,0,8,23,3693
E03478,P03,Slab,4266,483,280,0.37,OPC,Retarder,0.72,Ambient,1,16.1,76.0,2025-01-19 23:00:00,18.7,24.15,25.79,26.29,26.49,4929,32308,24,M083,42,57,1284,756,13888,West,0,24,30,2857
E03479,P04,Beam,5673,683,355,0.49,PSC,Retarder,0.62,Ambient,1,17.2,63.8,2025-10-18 01:00:00,15.12,19.65,21.02,21.43,21.6,4587,34269,21,M123,29,46,974,476,21656,South,0,5,32,2283
E03480,P03,Slab,4781,880,488,0.36,OPC,Plasticizer,1.47,Ambient,0,35.7,46.6,2025-12-22 07:00:00,28.28,36.46,38.92,39.66,39.97,5040,37610,19,M045,59,52,1339,393,23918,Central,0,13,36,3271
E03481,P01,Slab,3500,1178,454,0.49,OPC,Retarder,0.84,Moist,2,24.3,63.1,2025-12-17 02:00:00,19.33,25.15,26.9,27.43,27.65,3975,19856,19,M043,23,58,1059,667,17594,South,0,23,27,3594
E03482,P04,Column,5349,2536,429,0.36,PSC,Accelerator,1.45,Moist,2,18.7,77.3,2025-07-04 19:00:00,21.5,27.97,29.92,30.51,30.76,4364,30810,19,M107,44,26,996,756,23837,Central,1,6,20,2280
E03483,P04,Column,9888,1809,609,0.45,OPC,Plasticizer,0.53,Ambient,1,19.3,83.5,2025-07-20 06:00:00,17.94,23.07,24.61,25.08,25.27,3930,35632,18,M117,51,49,1031,409,24630,South,1,18,36,2258
E03484,P04,Wall,6748,1482,483,0.43,PSC,Retarder,1.17,Moist,0,27.0,54.4,2025-05-29 22:00:00,21.84,28.7,30.77,31.39,31.65,3936,20018,18,M035,46,42,1372,611,23547,North,0,19,29,2248
E03485,P04,Wall,7787,2838,184,0.4,OPC,Retarder,1.33,Moist,0,26.7,50.7,2025-08-16 02:00:00,22.99,30.17,32.33,32.98,33.26,5069,21201,24,M089,32,53,1307,590,16098,East,1,13,34,2530
E03486,P01,Wall,8016,2091,547,0.39,PSC,Plasticizer,1.13,Ambient,1,34.5,52.0,2025-12-08 23:00:00,25.61,33.25,35.55,36.24,36.53,5442,23233,23,M066,41,25,1342,396,23859,North,0,9,28,1619
E03487,P02,Slab,4617,1063,408,0.39,OPC,Plasticizer,0.67,Moist,0,30.0,48.6,2025-01-17 16:00:00,26.1,33.87,36.21,36.91,37.21,5329,28255,18,M028,23,24,1487,426,21364,South,0,14,23,2764
E03488,P02,Wall,3831,897,572,0.47,PSC,Plasticizer,0.9,Moist,2,24.1,61.6,2025-01-29 01:00:00,20.0,26.03,27.84,28.39,28.62,5098,21198,20,M131,32,23,1102,589,18063,Central,0,8,23,1524
E03489,P05,Column,3752,1125,423,0.41,OPC,Accelerator,1.45,Moist,2,34.2,50.4,2025-12-25 22:00:00,26.85,34.94,37.37,38.1,38.41,5047,25315,22,M118,61,50,1263,537,18786,West,0,9,35,2617
E03490,P04,Slab,9192,2291,270,0.44,OPC,Plasticizer,0.86,Moist,2,35.3,78.4,2025-11-07 06:00:00,25.96,33.78,36.13,36.84,37.14,4159,20401,20,M124,58,16,856,507,24135,West,0,21,28,3111
E03491,P03,Beam,5966,1898,572,0.43,PSC,Accelerator,1.33,Steam,1,33.8,78.9,2025-09-30 15:00:00,30.72,39.89,42.65,43.48,43.83,4850,33040,21,M025,25,20,1020,487,16724,South,1,24,25,2784
E03492,P05,Wall,6840,1591,439,0.47,OPC,Accelerator,1.41,Ambient,0,16.6,71.4,2025-08-29 08:00:00,15.09,19.73,21.12,21.54,21.72,4898,21618,23,M099,24,27,1230,556,15041,West,1,12,27,2095
E03493,P05,Column,3531,2519,419,0.37,PSC,Plasticizer,0.9,Steam,1,18.9,46.4,2025-12-29 09:00:00,24.73,32.3,34.58,35.26,35.55,4409,19099,25,M035,38,48,846,688,23727,North,0,8,36,3456
E03494,P05,Slab,9900,2399,142,0.4,PSC,Plasticizer,0.5,Ambient,1,38.5,56.0,2025-11-06 15:00:00,26.48,34.5,36.92,37.65,37.95,5231,23233,25,M116,64,21,874,483,24040,Central,0,10,35,2817
E03495,P01,Beam,9706,2143,204,0.4,OPC,Accelerator,1.31,Ambient,1,31.2,75.5,2025-11-21 23:00:00,23.82,30.91,33.05,33.69,33.96,3916,31033,21,M042,73,25,998,498,14816,West,0,25,36,1891
E03496,P05,Slab,4355,736,337,0.38,OPC,Retarder,1.49,Ambient,1,35.8,69.4,2025-10-16 19:00:00,26.42,34.35,36.74,37.46,37.76,4593,20950,24,M118,77,22,1392,525,21663,West,0,18,34,3647
E03497,P01,Column,7511,787,397,0.45,OPC,Retarder,1.08,Steam,0,16.5,50.9,2025-03-30 12:00:00,20.78,27.02,28.9,29.47,29.71,4633,39758,23,M149,51,17,855,527,15525,West,0,10,23,2065
E03498,P04,Beam,4197,1851,246,0.41,PSC,Plasticizer,1.21,Ambient,2,28.1,40.7,2025-12-08 23:00:00,21.89,28.49,30.47,31.07,31.32,4625,23036,25,M057,26,42,1286,404,16140,North,0,23,24,3769
E03499,P03,Column,9520,777,578,0.46,PSC,Accelerator,1.18,Moist,1,19.1,87.8,2025-08-09 15:00:00,18.19,23.7,25.36,25.86,26.07,4909,29422,19,M033,21,41,908,364,24064,South,1,17,36,3450
E03500,P02,Wall,5680,2933,634,0.37,PSC,Retarder,1.02,Ambient,2,24.4,57.7,2025-01-07 03:00:00,21.75,28.3,30.27,30.87,31.12,5214,30026,20,M127,55,21,948,651,17856,West,0,24,36,2457
E03501,P02,Slab,8340,2413,339,0.47,PSC,Plasticizer,0.31,Moist,1,34.9,68.6,2025-12-17 18:00:00,24.42,31.77,33.99,34.65,34.93,4125,21852,23,M018,25,23,1200,334,12112,Central,0,23,22,2053
E03502,P05,Wall,6592,1839,315,0.36,OPC,Retarder,0.36,Moist,2,37.1,82.1,2025-09-03 15:00:00,30.55,39.75,42.52,43.36,43.71,5083,38579,25,M059,80,25,1231,686,17031,South,1,10,33,3200
E03503,P04,Slab,5647,944,326,0.4,PSC,Plasticizer,1.04,Ambient,1,27.2,88.4,2025-04-19 00:00:00,22.17,28.76,30.75,31.35,31.6,5182,38101,22,M062,38,17,1268,337,23469,West,0,17,24,3487
E03504,P04,Wall,7774,2178,148,0.46,PSC,Retarder,1.46,Moist,0,29.3,44.3,2025-05-13 15:00:00,22.06,28.84,30.89,31.51,31.76,4269,20609,18,M103,45,40,845,670,14514,West,0,24,35,2087
E03505,P05,Beam,9459,1852,540,0.44,OPC,Plasticizer,1.12,Steam,0,20.5,59.7,2025-06-20 03:00:00,21.47,28.44,30.54,31.17,31.43,3955,39535,22,M134,20,40,1367,336,12959,East,1,18,30,3931
E03506,P03,Column,5281,1002,560,0.41,OPC,Accelerator,0.46,Moist,1,38.5,77.5,2025-04-15 20:00:00,29.46,38.13,40.74,41.53,41.86,3844,28988,22,M054,29,26,1229,305,14594,North,0,20,28,3093
E03507,P02,Beam,7202,1775,385,0.35,PSC,Plasticizer,1.22,Moist,2,33.5,40.5,2025-01-29 12:00:00,29.23,38.03,40.68,41.48,41.82,3911,22726,21,M005,50,55,866,322,24282,East,0,15,32,2752
E03508,P01,Wall,4368,1926,657,0.42,PSC,Retarder,1.23,Steam,1,25.6,47.7,2025-07-31 14:00:00,25.85,33.88,36.3,37.03,37.34,5179,22296,22,M006,60,49,1307,659,16476,North,1,8,30,3014
E03509,P01,Column,5619,1654,505,0.5,OPC,Plasticizer,0.59,Ambient,0,32.9,47.2,2025-06-19 15:00:00,19.58,25.68,27.51,28.06,28.3,4422,36183,19,M146,45,34,970,734,16513,West,1,6,29,2300
E03510,P04,Wall,4149,2819,196,0.38,PSC,Accelerator,0.84,Ambient,2,18.9,68.0,2025-05-29 23:00:00,19.02,24.75,26.47,26.99,27.21,4162,22521,20,M110,63,36,1232,552,21770,East,0,24,25,3220
E03511,P04,Wall,9378,798,594,0.45,OPC,Retarder,0.37,Steam,2,36.8,49.3,2025-06-04 07:00:00,30.88,40.18,42.98,43.82,44.18,5308,19391,24,M093,66,56,1371,495,13693,South,1,14,33,2122
E03512,P01,Column,7909,2301,491,0.42,PSC,Retarder,0.9,Ambient,0,18.2,80.3,2025-10-26 07:00:00,16.35,21.63,23.21,23.69,23.89,4155,34655,25,M110,51,15,1494,428,16374,North,0,14,35,1790
E03513,P05,Slab,5363,2868,173,0.44,PSC,Accelerator,0.46,Steam,0,24.3,80.5,2025-10-17 09:00:00,24.14,31.69,33.96,34.65,34.94,4839,31363,20,M134,68,60,1037,462,23927,West,0,15,35,1913
E03514,P03,Beam,4186,2839,205,0.41,OPC,Plasticizer,0.59,Ambient,0,27.9,82.2,2025-08-28 01:00:00,21.98,28.54,30.52,31.12,31.37,4487,39492,23,M059,80,36,1019,621,14207,South,1,14,23,2174
E03515,P04,Beam,8882,585,555,0.42,PSC,Retarder,0.82,Moist,0,37.6,68.8,2025-07-26 22:00:00,26.29,34.7,37.23,37.99,38.31,5341,38100,18,M039,52,50,1139,707,16976,West,1,7,22,1815
E03516,P01,Wall,3776,1033,504,0.44,OPC,Retarder,0.99,Moist,1,24.9,89.5,2025-01-15 02:00:00,21.71,28.17,30.12,30.71,30.96,5275,22957,25,M115,62,20,1461,439,13058,South,0,6,29,2965
E03517,P02,Column,5877,2168,639,0.48,OPC,Plasticizer,1.2,Ambient,2,28.4,63.1,2025-10-02 15:00:00,19.4,25.25,27.01,27.54,27.76,5197,26265,23,M040,44,16,1143,660,13790,Central,0,21,31,2701
E03518,P04,Column,4690,2690,229,0.47,OPC,Accelerator,0.84,Ambient,0,37.1,47.4,2025-02-18 06:00:00,22.07,28.99,31.08,31.71,31.97,3959,27926,22,M143,54,40,1034,512,18934,East,0,21,21,2217
E03519,P05,Wall,9687,2708,577,0.43,PSC,Accelerator,1.08,Moist,1,27.9,84.5,2025-07-08 08:00:00,22.66,29.64,31.74,32.38,32.64,5450,34024,18,M015,42,41,942,568,23463,East,1,14,29,2289
E03520,P02,Slab,9285,781,556,0.46,OPC,Plasticizer,0.79,Steam,1,30.7,78.5,2025-11-25 01:00:00,28.06,36.29,38.77,39.52,39.83,4164,38148,21,M145,66,35,1452,522,13498,Central,0,11,32,1881
E03521,P03,Beam,7560,1456,271,0.43,OPC,Accelerator,0.95,Ambient,2,17.2,60.5,2025-01-05 00:00:00,16.81,21.87,23.4,23.86,24.05,4658,38148,24,M010,23,59,1308,538,23210,North,0,15,34,1881
E03522,P03,Beam,9154,1171,410,0.49,PSC,Retarder,1.39,Moist,1,35.5,58.8,2025-06-19 12:00:00,24.84,31.98,34.14,34.78,35.06,5241,38207,19,M073,73,36,1267,561,18128,East,1,24,20,3873
E03523,P03,Slab,8304,1681,182,0.46,PSC,Retarder,0.77,Ambient,0,20.8,57.1,2025-11-05 23:00:00,17.07,22.28,23.85,24.32,24.52,5482,22199,24,M104,68,23,1148,675,13592,North,0,6,27,1897
E03524,P03,Column,3774,1378,352,0.42,OPC,Accelerator,1.45,Moist,1,22.8,85.1,2025-01-13 16:00:00,21.05,27.46,29.4,29.98,30.22,4791,33742,24,M108,55,56,1368,771,19303,South,0,5,33,2703
E03525,P01,Slab,3562,2324,279,0.38,PSC,Retarder,0.53,Ambient,0,28.0,73.6,2025-09-18 01:00:00,20.98,27.9,29.98,30.61,30.87,4381,35274,23,M090,27,36,1446,529,12588,North,1,11,28,2331
E03526,P03,Slab,8939,604,174,0.46,OPC,Plasticizer,0.91,Steam,1,19.0,84.7,2025-02-17 14:00:00,21.32,27.83,29.78,30.37,30.62,5472,34133,18,M086,76,49,1032,634,15592,Central,0,25,29,3927
E03527,P03,Wall,7519,1935,180,0.39,PSC,Accelerator,1.18,Moist,2,34.5,88.2,2025-11-17 15:00:00,27.9,36.3,38.83,39.6,39.92,4490,24836,20,M130,45,28,1184,778,21541,South,0,25,27,2531
E03528,P01,Wall,6928,1501,223,0.4,PSC,Retarder,1.11,Ambient,1,26.6,61.9,2025-07-06 04:00:00,21.62,28.14,30.1,30.69,30.94,4407,24930,21,M007,42,33,862,684,23866,North,1,17,33,3014
E03529,P01,Column,8071,1122,587,0.48,OPC,Retarder,0.36,Moist,0,37.0,82.6,2025-09-19 04:00:00,21.53,29.0,31.24,31.92,32.21,5079,26117,18,M016,57,55,951,756,23171,East,1,9,28,1797
E03530,P01,Wall,6383,1186,559,0.4,PSC,Accelerator,1.49,Ambient,2,17.8,69.5,2025-08-31 03:00:00,17.95,23.35,24.98,25.47,25.67,4790,27535,20,M017,26,36,935,352,24550,West,1,23,25,3275
E03531,P05,Column,3823,2325,314,0.45,PSC,Retarder,1.42,Ambient,0,34.5,72.2,2025-08-03 00:00:00,22.58,29.47,31.54,32.17,32.43,3991,18770,21,M146,54,42,1354,566,24610,South,1,18,26,2863
E03532,P05,Beam,3578,2334,484,0.37,PSC,Retarder,1.36,Moist,1,33.7,77.9,2025-02-21 04:00:00,27.99,36.55,39.13,39.9,40.23,4310,33253,25,M010,58,40,1059,379,14239,East,0,16,33,2353
E03533,P05,Slab,5124,848,278,0.45,OPC,Plasticizer,0.91,Ambient,1,18.7,56.5,2025-02-04 13:00:00,17.0,22.06,23.59,24.05,24.24,4342,22336,21,M139,79,20,1119,469,16519,East,0,6,27,2065
E03534,P04,Wall,7048,1428,307,0.37,OPC,Retarder,1.14,Moist,2,32.3,63.0,2025-02-22 10:00:00,27.75,36.11,38.62,39.38,39.7,4085,22470,25,M019,77,54,987,799,22322,East,0,5,35,2739
E03535,P03,Wall,9022,2521,514,0.37,OPC,Plasticizer,0.68,Steam,2,23.0,75.0,2025-12-10 03:00:00,27.47,35.75,38.24,38.99,39.3,4797,34654,21,M034,60,47,1092,465,15152,North,0,21,23,2177
E03536,P05,Column,3968,1503,132,0.46,OPC,Plasticizer,1.1,Steam,2,33.7,49.4,2025-11-18 13:00:00,28.8,37.47,40.08,40.87,41.2,4996,25377,24,M139,66,43,842,333,19701,North,0,9,22,3005
E03537,P01,Column,9685,1559,385,0.37,OPC,Accelerator,0.58,Ambient,1,24.1,79.7,2025-05-16 20:00:00,21.76,28.27,30.23,30.82,31.07,4319,26187,19,M042,28,25,1227,453,21553,Central,0,10,27,2137
E03538,P04,Wall,9876,2993,487,0.36,OPC,Accelerator,0.31,Steam,2,32.5,54.0,2025-06-02 20:00:00,33.43,43.5,46.53,47.45,47.83,4227,27981,25,M109,61,32,1436,599,17253,South,1,10,26,2119
E03539,P03,Wall,9853,1139,281,0.4,PSC,Retarder,0.96,Ambient,1,17.6,72.1,2025-08-31 15:00:00,18.41,23.79,25.41,25.9,26.1,4389,35969,22,M062,68,37,924,446,17887,South,1,14,32,2050
E03540,P04,Beam,7622,1887,483,0.48,PSC,Plasticizer,0.51,Steam,1,38.3,66.5,2025-06-15 10:00:00,29.18,38.19,40.9,41.72,42.06,4970,37318,19,M136,56,18,1025,776,16387,North,1,20,34,2532
E03541,P03,Wall,5233,2889,227,0.49,OPC,Accelerator,0.55,Ambient,0,30.1,60.2,2025-10-23 11:00:00,20.16,26.08,27.86,28.39,28.62,5448,35462,21,M038,67,20,990,353,24608,Central,0,18,23,3353
E03542,P04,Column,5195,809,150,0.42,OPC,Plasticizer,1.4,Steam,2,24.4,51.0,2025-07-02 02:00:00,26.03,33.87,36.23,36.94,37.24,4859,38840,21,M056,26,24,1247,466,14314,South,1,25,36,1891
E03543,P01,Column,4118,439,484,0.44,PSC,Plasticizer,1.05,Moist,0,26.0,64.3,2025-08-16 09:00:00,21.74,28.35,30.34,30.94,31.2,4361,26059,18,M015,54,39,1218,510,17419,North,1,21,22,2788
